Title;Artist;YearA Monster Like Me;Kjetil Mørland & Debrah Scarlett;2016;
Hey Everybody!;5 Seconds of Summer;2015;
Heartbreak Girl;5 Seconds of Summer;2014;
Howling At The Moon;Milow;2016;
Hold On;Jonas Brothers;2007;
Hajimari No Sora;+ Plus;2012;
Hurricane;30 Seconds to Mars;2009;
Huh;4Minute;2010;
Heart to Heart;4Minute;2011;
Hanno ucciso l'Uomo Ragno;883;2000;
Have Faith In Me;A Day to Remember;2011;
Het Pad Der Zeven Zonden;Het Huis Anubis;2018;
Het huis Anubis;Het Huis Anubis;2017;
Hij;Het Huis Anubis;2017;
Het geheim;Het Huis Anubis;2017;
Het is zomer;Amika;2009;
Holyanna;Toto;2015;
Hold the Line;Toto;2015;
Hunting High and Low;A-Ha;2010;
Human;The Killers;2013;
Hot and Cold;Katy Perry;2008;
Honey, Honey;ABBA;2012;
Happy New Year;ABBA;2010;
Head Over Heels;ABBA;2014;
Hole In Your Soul;ABBA;2001;
Hey Brother;Avicii;2014;
Het Laatste Rondje;André Hazes;2001;
Hurts Like Heaven;Coldplay;2011;
Happy Ending;MIKA;2007;
Happy Nation;Ace of Base;2015;
Highway to Hell (Live - 1991);AC/DC;1992;
High Voltage;AC/DC;2019;
Hells Bells;AC/DC;1992;
Heatseeker;AC/DC;1992;
Here With Me;Marshmello & CHVRCHES;2019;
Howling;Abingdon boys school;2007;
How Far I'll Go;Moana;2016;
Here Comes The Sun;The Beatles;1969;
Hard Rock Hallelujah;Lordi;2006;
Hit my Heart;Benassi Bros & Dhany;2005;
Highway to hell;AC/DC;1979;
Harder dan ik hebben kan;Bløf;1999;
Hey Dio;Nek;2014;
Higher Love;Kygo & Whitney Houston;2019;
Head above Water;Avril Lavigne;2018;
Have You Ever;The Offspring;1998;
Hell's Bells;AC/DC;1980;
Hash Pipe;Weezer;2001;
Hacking to the gate;Itou Kanako;2018;
Historias de amor y condón;Chancho en Piedra;2000;
Hospital;Petinellis;2002;
Heaven;Avicii & Chris Martin;2019;
Hoch;Tim Bendzko;2019;
Himalaya;C. Jérome;1972;
Holidays;Michel Polnareff;1972;
Having a party;Sam Cooke;1993;
Hij Is Van Mij;Kris Kross AmsterdamTabitha & Maan;2018;
Holterdiepolter;Anstandslos & Durchgeknallt & Georg Stengel;2019;
Hologram;NICO Touches the Walls;2009;
History Maker;Dean Fujioka;2016;
Heartbreak Century;Sunrise Avenue;2017;
Helikopter 117 (mach den Hub Hub Hub);Tobee;2017;
Heads Will Roll;Yeah Yeah Yeahs;2009;
Home Sweet Home;Mötley Crüe;1985;
He is;Ghost;2012;
Hurricanes;Dido;2019;
Hooked on a Feeling;Blue Swede;1992;
Heartbeat;Buddy Holly;1958;
Hot;Avril Lavigne;2007;
Hiphopper;Teddybears Sthlm & Thomas Rusiak;2000;
Hela huset;Veronica Maggio & Håkan Hellström;2013;
Human Nature;Michael Jackson;1982;
Headstrong;Trapt;2002;
Habibi;Kendji Girac;2020;
Harder;Jax Jones & Bebe Rexha;2018;
Habibi;Kendji Girac;2020;
Hall Of Fame;The Script & Will I Am;2012;
Hasta Manana;ABBA;1974;
Holz;257ers;2016;
Here Without You;3 Doors Down;2002;
Hot Air Balloon;Owl City;2009;
High;James Blunt;2014;
Higher;Taio Cruz & Kylie Minogue;2010;
Hangover;Taio Cruz & Flo Rida;2011;
Hungry Eyes;Eric Carmen;1987;
How Will I Know?;Whitney Houston;1986;
Halfway Around the World;A*Teens;2001;
Hot Stuff;Donna Summer;1979;
Happier;Ed Sheeran;2018;
Het Regent Meer Dan Vroeger;De Kreuners;1990;
Happy Xmas;John Lennon;1971;
Halloween;Piet Piraat;2014;
Het is altijd lente;Peter De Koning;1996;
Hoedown Throwdown;Miley Cyrus;2009;
Het Ploplied;Kabouter Plop;1998;
Heartache No.9;Blue System;1992;
I'll Find My Way Home;Jon Anderson & Vangelis;1981;
I'm Always Here;Survivor;1999;
I Left My Heart In Scandinavia;Jonas Brothers;2010;
Inseparable;Jonas Brothers;2007;
In my Eyes;Milk Inc.;1996;
I Promised Myself;A*Teens;2004;
I´m Not In Love;10CC;1975;
I Did Wrong;2AM;2012;
It's Not My Time;3 Doors Down;2008;
Io ci sarò;883;2000;
Io ci sarò;883;2017;
I'm Made of Wax, Larry, What Are You Made Of?;A Day to Remember;2011;
If It Means a Lot to You;A Day to Remember;2011;
I Ran (So Far Away);A Flock of Seagulls;2003;
If i had you;Adam Lambert;2009;
I Gotta Feeling;Back Eyed Peas;2009;
I Wanna Dance With Somebody;Whitney Houston;1987;
I Wish I Cared;A-Ha;2000;
I Found You;The Wanted;2012;
It's a Feeling;Toto;1982;
I don't like mondays;Boomtown Rats;1975;
I Have A Dream;ABBA;2014;
I Do, I Do, I Do, I Do, I Do;ABBA;2014;
I Kissed A Girl;Katy Perry;2008;
Ik Wil Je (Nooit Meer Kwijt);Bart Peeters;2006;
In My Place;Coldplay;2002;
It Will Rain;Bruno Mars;2011;
Ik Leef Niet Meer Voor Jou;Marco Borsato;2006;
Iris;The Goo Goo Dolls;2007;
In 100 years 98;Modern Talking;1998;
I want to make it with you;Bread;1970;
I would do anything for love;Meat Loaf;2004;
I Don't Care;Ed Sheeran & Justin Bieber;2014;
In 100 years;Modern Talking;1987;
I Will Follow You;Modern Talking;1998;
Il Volo;Zucchero;1995;
Il Ragazzo Della Via Gluck;Adriano Celentano;1966;
Il tempo se ne và;Adriano Celentano;1980;
In da club;50 Cent;2002;
Italiana;J-Ax & Fedez;2018;
Io Son Per Te LAmore;Emma Marrone;2011;
Io sono bella;Emma Marrone;2019;
I Ran (so far away);A Folck Of Seagulls;1982;
Io e te la soluzione;Alessio Bernabei;2018;
Io si tu no;France Gall;1965;
Il;Clara Morgane;2010;
I Begin to Wonder;Dannii Minogue;2003;
I Need you;3T & Michael Jackson;1997;
In the army now;Status Quo;1986;
It's magical;Ruslana;2017;
I'll Have To Say I Love You In A Song;Jim Croce;1992;
I Don't Wanna Dance;Eddy Grant;1982;
I Feel the Earth Move;Martika;1988;
It's Alright;East 17;1992;
In the Morning;The coral;2005;
It Takes A Fool To Remain Sane;The Ark;2000;
I Help You Hate Me;Sunrise Avenue;2017;
I Want To Know What Love Is;Mariah Carey;2009;
Innocence;Aoi Eir;2012;
If I Should Fall from Grace with God;The Pogues;1987;
Into the Unknown;Frozen 2;2019;
I Don't Want To Set The World On Fire;The Ink Spots;1938;
Io sono bella;Emma Marrone;2019;
I Fucked Up I Was a Child;Les Big Byrd;2018;
Il a neigé sur les Lacs;Jean Pierre François;1990;
Il coraggio di andare;Biagio Antonacci;2018;
IJskoud;Nielson;2018;
I Turn To You;Melanie C;1999;
It wasn't me;Shaggy;2000;
I Believe In You;Kylie Minogue;2004;
In Love Again;Rogue Traders;2006;
I Wanna Go;Britney Spears;2011;
Ich könnte deine Mutter oder deine Schwester sein;K.I.Z.;2013;
I Idolize You;Massive Ego;2015;
Indestructible;Robyn;2010;
I Don't Want a Lover;Texas;1989;
Informer;Snow;1992;
In Your Eyes;The Weeknd;2020;
I wanna be the only one;Eternal;1997;
I’m Not Alone;Calvin Harris;2009;
il a le truc;Les Gam's;1963;
I want a new drug;Huey Lewis and The News;1984;
If I Never See Your Face Again;Maroon 5 & Rihanna;2007;
I’ll Be Your Man;James Blunt;2011;
If you had my love;Jennifer Lopez;1999;
I’m Real;Jennifer Lopez;2001;
I´m Still Standing;Elton John;1983;
It’s My Life;Bon Jovi;2000;
I Gotta Feeling;Black Eyed Peas Tribute;2009;
I Can Hear the Bells;Hairspray;2002;
If I Told You That;Whitney Houston & George Michael;1998;
I Have Nothing;Whitney Houston;1993;
I Will Always Love You;Whitney Houston;1992;
I Learned From The Best;Whitney Houston;1998;
I'm Your Baby Tonight;Whitney Houston;1990;
I feel love;Donna Summer;1977;
Immigrant song;Led Zeppelin;1970;
I See Fire;Ed Sheeran;2013;
Ik Wil Je;De Kreuners;1990;
I gotta feeling;Black Eyed Peas & David Guetta;2009;
Jungle P;5050;2008;
Just Give Me a Reason;P!nk;2012;
Judith;A Perfect Circle;2000;
Journey To The Past;Anastasia;1997;
Just The Two Of Us;Will Smith;2002;
Just the Way You Are;Bruno Mars;2010;
Je Hoeft Niet Naar Huis Vannacht;Marco Borsato;2001;
Jet Airliner '98;Modern Talking;1998;
Jungla di Citta;Adriano Celentano;1982;
J'ai pas vingt ans;Alizée;2003;
J'en ai marre;Alizée;2003;
Je te donne;Worlds Apart;1996;
J'ai pas 20 ans (Benassi Bros mix);Benassi Bros;2007;
J'ai pas 20 ans (Benassi Bros mix);Alizée & Benassi Bros;2007;
J'ai pas de face;Akhenaton;1997;
Je suis malade;Serge Lama & Dalida;1973;
Je suis Muzik (version CD);Chris Prolls;2010;
Je suis Muzik;Chris Prolls;2010;
Judas;Fozzy;2018;
Jaina;Kriegsbringer;2018;
Jung Und Nicht Mehr Jugendfrei;Tokio Hotel;2005;
Jingle Bell Rock;Bobby Helms;1957;
Jingle Bell Rock;Bobby Helms;1957;
Julie à la folie;C. Jérome;1982;
Je te le donne - En duo avec Slimane;Vitaa;2018;
Jealous;Labrinth;2014;
Je ne sais pas son nom;Chimene Badi;2004;
Je ferme les yeux;Najoua Belyzel;2007;
Johnny, Johnny;Jeanne Mas;1985;
Jesus viendra pour les vacances;Chanson Plus Bifluoree;2001;
Je suis venu pour elle;Laurent Voulzy;2001;
Jigolo Har Megiddo;Ghost;2013;
J'sais pas danser;Kinito;2004;
Je veux;Hélène Rolles;1993;
Je serai (ta meilleure amie);Lorie;2001;
Je vais vite;Lorie;2007;
Je sais ou aller;Patrick Fiori;2002;
Je reviens te chercher;Gilbert Becaud;1972;
Jealousy;Amii Stewart;1979;
Jump (For My Love);The Pointer Sisters;1984;
Jerusalema;Mister KG & Nomcebo;2020;
Jenny From The Block;Jennifer Lopez;2002;
Je t'aime tu vois;Daniel Guichard;1975;
Je reviendrai;Sheryfa Luna;2008;
Just A Little Bit Of Your Heart;Ariana Grande;2014;
Jerusalem;Alphaville;1986;
Jerusalema;Master Kg & Nomcebo;2020;
Jesucristo el robot del futuro;Zorman;2013;
J’Me Tire;Maitre Gims;2013;
Jij bent zo;Jeroen van der Boom;2008;
Judas;Lady Gaga;2011;
Je Cours;Kyo;2003;
J'écoute Du Miles Davis;Navii;2016;
J'en Ai Marre;Thérapie TAXI;2018;
Just Another Girl;The Killers;2013;
Joey;Concrete Blonde;1990;
Kaleidoskop;AVVAH;2016;
Kuma He;K3;2005;
Kusjesdag;K3;2007;
Kryptonite;3 Doors Down;2000;
Kings & Queens;30 Seconds to Mars;2009;
Kiss This (Album Version);Aaron Tippin;2019;
Knowing Me, Knowing You;ABBA;2014;
Kanonbal;Bart Peeters;2008;
Kick Ass;MIKA;2009;
Kung Fu Beat;Ch!pz;2004;
Keine Ist Wie Du;Gregor Meyle;2012;
Kylie;Akcent;2005;
Kalimba de luna;Dalida;1982;
Kalimba de Luna;Boney M;1984;
Killer;Adamski & Seal;1989;
Killing me softly with his song;Roberta Flack;1973;
King of pain;Police;1983;
Kleuren van de wind;Pocahontas;1995;
Kinky Afro;Happy Mondays;1990;
Kicks;Paul Revere and the raiders;1966;
Kiss me;C. Jérome;1972;
Keep What Ya Got;Ian Brown;2004;
Katai le passe muraille;Patrick Topaloff;1984;
Keep yourself alive;Queen;1973;
Kapten Sol;Pontus & Amerikanerna;1991;
Koka-Kola Veins;The Tough Alliance;2005;
Kiss;Tom Jones and Art Of Noise;1988;
Königlich;Marie Wegener;2018;
Kon Ik Maar Even Bij Je Zijn;Thomas Berge;2009;
Knew Better/Forever Boy;Ariana Grande;2014;
Kaum Erwarten;Wincent Weiss;2019;
Kernkraft 400 (Woah Oh Oh Oh);Zombie Nation;1999;
Keep it dark;Genesis;1981;
Kabouterdans;Kabouter Plop;1998;
Kommt Zusammen;2Raumwohnung;2001;
Keresem Az Utam;Ákos;2000;
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off;Panic! at the Disco;2005;
Little In The Middle;Milow;2011;
Lovebug;Jonas Brothers;2008;
L.A. Baby;Jonas Brothers;2010;
Livin' a lie;Milk Inc.;2005;
Lift U Up;2 Fabiola;2012;
Louise;Clouseau;1989;
Lycanthrope;+44;2006;
La Salsa;2Be3;1999;
Loser;3 Doors Down;2000;
Landing in London;3 Doors Down;2005;
Let it Rain;4 Strings;2013;
Let The Sunshine In;The 5th Dimension;1969;
L'Emozione Non Ha voce;Adriano Celentano;2018;
La regina del Celebrità;883;2005;
La dura legge del gol;883;2000;
Lonely;Akon;2003;
Lose My Mind;The Wanted;2012;
Love Is Reason;A-Ha;2010;
Living a Boy's Adventure Tale;A-Ha;1985;
Like a Rose;A1;1999;
Last Friday Night (T.G.I.F.);Katy Perry;2012;
Lay All Your Love On Me;ABBA;2014;
Liefde Is Alles;Bart Peeters;2011;
Levels;Avicii;2013;
Life in Technicolor ii;Coldplay;2009;
Low;Coldplay;2005;
Lollipop;MIKA;2007;
Love Today;MIKA;2007;
Liquor Store Blues;Bruno Mars;2010;
Locked Out of Heaven;Bruno Mars;2014;
LoveStoned;Justin Timberlake;2006;
Life Is a Flower;Ace of Base;2014;
Lucky Love;Ace of Base;2015;
Longer;Dan Fogelberg;1979;
Licence To Kill;Gladys Knight;1989;
Live and Learn;Crush 40;2008;
Leviathan;Mr. Hurley & Die Pulveraffen;2019;
La verita;Vasco Rossi;2018;
La chanson de Raoul (quand le mer monte);Patrick Sébastien;2004;
La fiesta;Patrick Sébastien;1998;
Le petit bonhomme en mousse;Patrick Sébastien;1999;
Les Sardines;Patrick Sébastien;2006;
Love game;Lady Gaga;2009;
Les planetes;Matt Pokora;2019;
L'alizé;Alizée;2000;
Laura non c'é;Nek;1997;
L'isola;Emma Marrone;2018;
Life;Devin Townsend;1997;
Lava;Inside out;2015;
Last Kiss;Pearl Jam;1999;
Last Kiss;Pearl Jam;1999;
Let's dance;Chris Montez;1962;
Leef;André Hazes Jr;2016;
Libre;Alvaro Soler & Emma Marrone;2017;
Lo Mismo;Maitre Gims & Alvaro Soler;2018;
La Même;Maitre Gims & Vianney;2018;
Love's Holiday;Earth, Wind & Fire;1977;
Le sang des soldats;Don Juan;2003;
L'homme qui a tout;Don Juan;2003;
Le Dernier Qui A Parlé...;Amina;1991;
La donna e mobile;Luciano Pavarotti;1980;
La nuit je mens;Alain Bashung;1998;
La neige au Sahara (version 2012);Anggun;2012;
La cintura;Alvaro Soler;2018;
Love me love me;Arsenium;2005;
Le Diable au corps;Clara Morgane;2010;
L'Hymne de Nos Campagnes 2019;TryoClaudio CapéoZaz & Vianney;2019;
L'explorateur;Vaiana;2016;
Les limites;Julien doré;2008;
Les peres - Confesse toi;Le Palmashow;2017;
La zoubida;Lagaf;1991;
Lettera dal duca;Decibel;2018;
Lady;Kenny Rogers;1980;
Laat het los;Frozen;2014;
Les Oubliés;Gauvain Sers;2018;
Le Coach;Soprano;2019;
La pluie;Stromae & OrelSan;2017;
Les gens qu'on aime;Patrick Fiori;2017;
Love don't let me go;David Guetta;2002;
Lovers in the night;Toto;1984;
Le tombeur;Michel Leeb;1986;
Look What I Found;Lady Gaga;2018;
Les beaux yeux de Laure;Alain Chamfort;2003;
Les Filles de mon Pays;Enrico Macias;1996;
Le grand pardon;Enrico Macias;1971;
Les marseillais;Charly & Lulu;1999;
Locura espacial;Chancho en Piedra;1998;
Let Me Down Slowly;Alec Benjamin;2018;
Lache-moi les babouches;Tony Marco;1979;
Libertine;Mylène Farmer;1986;
Les planètes;M. Pokora;2019;
Libertine;Kate Ryan;2002;
Let It Ride;Bachman Turner Overdrive;1973;
Les marionettes;Christophe;1965;
Les mots bleus;Christophe;1975;
Les Paradis Perdus;Christophe;1973;
Lady Carneval;Karel Gott;1968;
La Louze;Shanguy;2018;
Légende urbaine;Émily Begin;2004;
Mit dem Moped nach Madrid;Madsen;2010;
Mamma Mia;A*Teens;1999;
MamaSe;K3;2009;
My First Kiss;30 Seconds to Mars & Ke$ha;2010;
My First Kiss;3OH!3 & Ke$ha;2010;
My Only Wish (This Year);Britney Spears;2018;
Mamma Mia;ABBA;1975;
Magdalena;A Perfect Circle;2000;
Minor Earth Major Sky;A-Ha;2005;
Music Again;Adam Lambert;2010;
Men In Black (From "Men In Black" Soundtrack);Will Smith;2002;
Mr. Brightside;The Killers;2015;
Miss Atomic Bomb;The Killers;2012;
Move On;ABBA;2001;
My Love, My Life;ABBA;2001;
Money Money Money;ABBA;2008;
Magic;Coldplay;2014;
Maps;Maroon 5;2014;
Misery;Maroon 5;2010;
Marry You;Bruno Mars;2010;
Mirrors;Justin Timberlake;2013;
Mee naar boven;Niels Destadsbader;2019;
Maman n'aime pas ma musique;Dick Rivers;1974;
Malibu;Hole;1998;
Mitterran (Maître de l'univers);Patrick Sébastien;1988;
Maria Salvador;Il Cile & J-Ax;2015;
Mi Parli Piano;Emma Marrone;2018;
Mondiale;Emma Marrone;2019;
Mauvaise foi nocturne;Fatal Bazooka & Pascal Obispo;2007;
My life is going on;Cecilia Krull;2017;
My Love Is Like...Wo;Mya;2003;
Magnolias for ever;2Be3;1996;
Minuit;Andrée Watters;2008;
Maledetto Luna Park;Loredana Berte;2018;
Ma petite entreprise;Alain Bashung;1994;
Mourir sur scene;Dalida;1983;
Memories;Maroon 5;2019;
Ma Baker;Boney M;1977;
Meme si je sais;Clara Morgane;2010;
Moose;ROH Theme;2017;
Marty Scrull;ROH Theme;2016;
ME!;Brendon Urie;2019;
Midnight City;M83;2011;
Mr. Lonely;Bobby Vinton;1962;
Mary;Bausa;2019;
Monsters;James Blunt;2019;
Mala vida;Mano negra;2002;
Million Eyes;Loic Nottet;2016;
Move;The Mamas;2020;
Musik Non Stop;Kent;2010;
Marionnettiste;Pierre Bachelet;1986;
Mother's Daughter;Miley Cyrus;2019;
MALAMENTE;ROSALÍA;2018;
Misty Morning, Albert Bridge;The Pogues;1989;
Million Years Ago;Adele;2015;
Mama;Spice Girls;1996;
Mal amor;La Noche;2008;
Mateo;Tronic;2005;
Ma Star a moi;Elsa Esnoult & Sebastien Roch;2014;
Mama;Christophe;1973;
Main dans la main;Christophe;1972;
Mugel - Halb Mensch Halb Kugel;Kaka Island Monkeys;2015;
Mach die Augen zu;Rakede;2017;
Mein schönster Tag in deinem Leben;Rakede;2017;
Moneytalk;AC/DC;1990;
Ma sainte-nitouche;Najoua Belyzel;2009;
MIC Drop;BTS;2017;
Mioune - Innocence;Aoi Eir;2018;
Mi Sento Bene;Arisa;2019;
Mi farò trovare pronto;Nek;2019;
Mistery of love;Sufjan Stevens;2017;
Missing U;Robyn;2018;
Mi rubi l'anima;Raffaele Riefoli;2010;
Mistaken Identity;Delta Goodrem;2005;
Me Too;Meghan Trainor;2016;
Monstrance Clock;Ghost;2013;
Me;Taylor Swift & Brendon Urie;2019;
Métis(se);Yannick Noah;2005;
Move on baby;Cappella;1995;
Mon Univers;Kendji Girac;2014;
Maman me dit;Angelina Nava;2018;
Marina;Francesco Napoli;1987;
Mama Laudaa;Almklausi & Specktakel;2018;
More Than You Know;Axwell /\ Ingrosso;2017;
Mama Said;Lukas Graham;2015;
Männer muss man loben;Barbara Schöneberger;2007;
Meet You There;Busted;2015;
Memories;Maroon 5;2019;
Mi Gente;J Balvin & Willy William;2018;
Monument;Röyksopp & Robyn;2014;
Mr. Mysterious;Vanessa Amorosi & Seany B;2010;
Me que me que;Gilbert Becaud;1953;
Man On A Wire;The Script;2014;
My Way;Calvin Harris;2016;
Money;Pink Floyd;1973;
Meteor Shower;Owl City;2009;
Maniac;Girlicious;2009;
Miss Baltimore Crabs;Hairspray;2007;
My Name Is Not Susan;Whitney Houston;1990;
My Love Is Your Love;Whitney Houston;1998;
Never Enough;The Greatest Showman;2017;
New Year's Day;2 Fabiola & Medusa;1999;
Nobelprijs;Clouseau;1996;
No It Isn´t;+44;2005;
No Limit!;2 Unlimited;1993;
Nord sud ovest est;883;2000;
Not Over You;Gavin DeGraw;2011;
New Tomorrow;A FRIEND IN LONDON;2019;
Never Close Our Eyes;Adam Lambert;2012;
Need Your Love;Curtis Harding;2017;
Nobody's Wife;Anouk;2003;
Nooit Meer Een Morgen;Marco Borsato;2006;
Never Really Over;Katy Perry;2019;
New York City Boy;Pet Shop Boys;1999;
New Life;Eiffel 65;2001;
Neighborhood #3;Arcade Fire;2004;
Nana Banana;Netta;2019;
Nel mezzo di un applauso;Alessio Bernabei;2017;
Noi siamo infinto;Alessio Bernabei;2016;
Non e il sud america;Alessio Bernabei;2017;
Not Alone;Aram Mp3;2014;
N’écoute pas les idoles;France Gall;1964;
Nuit Blanche;Clara Morgane;2010;
Nexus;Amaranthe;2013;
Next To Me;Emeli Sandé;2012;
Nebo;Diskoteka Avariya;2001;
Never Ending Story;Stranger Things 3;2019;
Niña;Petinellis;2002;
No Time;The Guess Who;1969;
Never Miss a Beat;Kaiser Chiefs;2008;
Ne raccroche pas;Christophe;1985;
Noir est ta couleur;Christophe;1983;
No tengo dinero;Righeira;1983;
No Name;Ryan O'Shaughnessy;2012;
Nummer 1;Stereoact;2016;
Natural;Imagine Dragons;2018;
Nur mit Dir;Helene Fischer;2017;
Nobody’s Perfect;Jessie J;2011;
Ne reviens pas;Gradur;2020;
No Interruption;Hoodie Allen;2012;
Nos célébrations;Indochine;2020;
Never Really Over;Katy Perry;2019;
Nerdy;Busted;2003;
Nie stärker als jetzt;Max Giesinger;2020;
Never Let Me Down;VIZE & Tom Gregory;2020;
Nie ma wody na pustyni;Bajm;1982;
No Good In Goodbye;The Script;2014;
Nothing;The Script;2010;
No Bravery;James Blunt;2004;
No milk today;Royal Gigolos;2004;
Nicest Kids in Town;Hairspray;2007;
Night Fever;Bee Gees;1977;
Nancy Mulligan;Ed Sheeran;2017;
Nothing In This World;Paris Hilton;2006;
Nobody's perfect;Miley Cyrus;2011;
Nothing Like Us;Justin Bieber;2013;
Not An Addict;K's Choice;1996;
Ne Èakaj Na Maj;Zlata Ognevich;1993;
Nothing's Gonna Stop Us Now;Starship;1987;
Nico And The Niners;Twenty One Pilots;2018;
Night Crawling;Miley Cyrus & Billy Idol;2020;
Never gonna stop;Rob Zombie;1997;
Ohne Liebe;Subway to Sally;1999;
Out of My Hands;Milow & Marit Larsen;2008;
Oya Lele;K3;2003;
Orestes;A Perfect Circle;2000;
Once Upon a December;Anastasia;2016;
One Of Us;ABBA;2014;
Onderweg;Abel;2000;
Of The Night;Bastille;2014;
Onbewoonbaar Verklaard;Marco Borsato;1997;
One, Two, Three!;Ch!pz;2007;
Old Time Rock & Roll;Bob Seger & The Silver Bullet Band;1984;
Out Of Control;Battle Beast;2013;
Osez Joséphine;Alain Bashung;1991;
One desire;Jakarta;2008;
Orinoco Flow;Enya;2001;
Only Human;Jonas Brothers;2019;
Oui mais non;Mylène Farmer;2010;
OK Miami;C. Jérome;1975;
Obstacle 1;Interpol;2002;
Ou est la Toscan ?;Michel Polnareff;1981;
One Last Time;Ariana Grande;2015;
Old Town Road;Lil Nas X & Billy Ray Cyrus;2019;
On the Radio;The Concretes;2006;
one of us;Cher;2018;
Our Time;Lily Allen;2014;
One Touch;Jess Glynne & Jax Jones;2018;
On s'endort;Willy William;2017;
Oops... I Did It Again;Britney Spears;2004;
One Moment In Time;Whitney Houston;2000;
Op Zoek;De Kreuners;1990;
One Time;Justin Bieber;2009;
One Less Lonely Girl;Justin Bieber;2010;
On donne ca;Léa Castel & Zifou;2012;
Oh Africa;Akon & Keri Hilson;2010;
Only You;Selena Gomez;2017;
Ölelj meg újra;Ákos;2002;
On My Way;Axwell & Ingrosso;2015;
Oui Ou Non;Angèle;2019;
On Ebay;Weird Al Yankovic;2003;
Porto Vecchio;Julien doré;2016;
Please Be Mine;Jonas Brothers;2006;
Paranoid;Jonas Brothers;2009;
Play My Music;Jonas Brothers;2009;
Pills And Potions;Nicki Minaj;2014;
Pound The Alarm;Nicki Minaj;2012;
Paff, a bûvös sárkány;100 Folk Celsius;1984;
